Title,Address,Link,Job Description
Urgently Hiring (Remote Data Entry Operator),België,https://be.linkedin.com/jobs/view/urgently-hiring-remote-data-entry-operator-at-campfire-consulting-3952758716?position=40&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=CRr24JmO5aXY0PV6eOUTtA%3D%3D&trk=public_jobs_jserp-result_search-card,"Company Description  We are actively recruiting a dependable and focused Remote Data Entry Clerk responsible for maintaining continuous updates to our company's databases. In this role, you will be in communication with both internal employees and customers to collect information, which will be accurately and promptly entered into relevant databases.  Job Description  As a Remote Data Entry Clerk, you will be responsible for accurately and efficiently inputting a variety of data into our systems and databases. Your primary duties will include:  Entering data from various sources into our databases with high accuracy and attention to detail. Ensuring data integrity and consistency by performing regular quality checks. Organizing and maintaining electronic files and documents. Communicating effectively with team members to ensure timely completion of tasks. Following company guidelines and procedures for data entry and management. Assisting with other administrative tasks as needed.  Requirements  Proven experience as a data entry clerk or similar role. Excellent typing skills and proficiency in data entry software and tools. Strong attention to detail and accuracy. Ability to work independently and meet deadlines. Good communication skills, both written and verbal. High school diploma or equivalent; additional certifications in data entry or related fields are a plus. Comfortable working remotely with reliable internet access and a quiet workspace.  Benefits  Flexible remote work schedule. Competitive compensation package. Opportunities for career growth and advancement. Supportive and collaborative work environment. Show less Senioriteitsniveau Niet van toepassing Soort baan Fulltime Functie Administratief Bedrijfstakken Technologie, informatie en internet Voordrachten verhogen uw kansen op een sollicitatiegesprek met Campfire Consulting 2x Bekijken wie u kent"
Entry-Level Data Entry Clerk (Remote Work),België,https://be.linkedin.com/jobs/view/entry-level-data-entry-clerk-remote-work-at-netmercs-group-3950410155?position=41&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=nbwvGgxJmyamTld%2BTEwrYw%3D%3D&trk=public_jobs_jserp-result_search-card,"Company Description  Join us in the role of a Remote Admin Data Entry Clerk, where you will work remotely to oversee data collection, analysis, and input into our online systems and social media platforms. This unique full-time remote opportunity allows you to be a part of our team.  Job Description  As a Remote Data Entry Clerk, you will be responsible for accurately and efficiently inputting a variety of data into our systems and databases. Your primary duties will include:  Entering data from various sources into our databases with high accuracy and attention to detail. Ensuring data integrity and consistency by performing regular quality checks. Organizing and maintaining electronic files and documents. Communicating effectively with team members to ensure timely completion of tasks. Following company guidelines and procedures for data entry and management. Assisting with other administrative tasks as needed.  Requirements  Proven experience as a data entry clerk or similar role. Excellent typing skills and proficiency in data entry software and tools. Strong attention to detail and accuracy. Ability to work independently and meet deadlines. Good communication skills, both written and verbal. High school diploma or equivalent; additional certifications in data entry or related fields are a plus. Comfortable working remotely with reliable internet access and a quiet workspace.  Benefits  Flexible remote work schedule. Competitive compensation package. Opportunities for career growth and advancement. Supportive and collaborative work environment. Show less Senioriteitsniveau Niet van toepassing Soort baan Fulltime Functie Administratief Bedrijfstakken IT-services en consultancy Voordrachten verhogen uw kansen op een sollicitatiegesprek met netMercs Group 2x Bekijken wie u kent"
Data Entry Jobs - Work From Home,België,https://be.linkedin.com/jobs/view/data-entry-jobs-work-from-home-at-constructive-consultants-3950837672?position=42&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=EYiSck24A0tbxZnJ37rK4g%3D%3D&trk=public_jobs_jserp-result_search-card,"Job Description  In the position of a Remote Data Entry Clerk, your primary responsibility is to ensure the accuracy and currency of information within digital databases and systems, all while working remotely. This role requires a high level of self-discipline, meticulous attention to detail, and proficiency in remote collaboration tools and software.  Responsibilities  Inputting data into computer systems accurately and efficiently Verifying data accuracy and completeness Updating and maintaining database information Communicating with other departments to gather information Keeping sensitive information confidential Adhering to data privacy and security protocols Supporting other administrative tasks as needed.  Requirements  Proficiency in Microsoft Office and data entry software Strong keyboarding skills Excellent attention to detail and accuracy Ability to work independently and as part of a team Good organizational and time management skills Ability to maintain confidentiality Good verbal and written communication skills Ability to work under pressure and meet deadlines  Benefits  Flexible remote work schedule. Competitive compensation package. Opportunities for career growth and advancement. Supportive and collaborative work environment.  This position is entirely remote, offering you the freedom to work from your home or any location that suits you best. We provide a flexible work schedule and a dedicated team to ensure you thrive in this role. Show less Senioriteitsniveau Niet van toepassing Soort baan Fulltime Functie Administratief Bedrijfstakken Bedrijfsconsulting en -services Voordrachten verhogen uw kansen op een sollicitatiegesprek met Constructive Consultants 2x Bekijken wie u kent"
Work From Home-Data Entry,België,https://be.linkedin.com/jobs/view/work-from-home-data-entry-at-netmercs-group-3949139878?position=43&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=1OSiq4J6aRWFJ6frNsGOXQ%3D%3D&trk=public_jobs_jserp-result_search-card,"Job Description  Acknowledged as a premier provider of data entry services, our esteemed company provides precise and secure data handling solutions. With a focus on reliability and integrity, we aid clients in optimizing their data processes.  Responsibilities  Inputting data into computer systems accurately and efficiently Verifying data accuracy and completeness Updating and maintaining database information Communicating with other departments to gather information Keeping sensitive information confidential Adhering to data privacy and security protocols Supporting other administrative tasks as needed.  Requirements  Proficiency in Microsoft Office and data entry software Strong keyboarding skills Excellent attention to detail and accuracy Ability to work independently and as part of a team Good organizational and time management skills Ability to maintain confidentiality Good verbal and written communication skills Ability to work under pressure and meet deadlines  Benefits  Flexible remote work schedule. Competitive compensation package. Opportunities for career growth and advancement. Supportive and collaborative work environment.  This position is entirely remote, offering you the freedom to work from your home or any location that suits you best. We provide a flexible work schedule and a dedicated team to ensure you thrive in this role. Show less Senioriteitsniveau Niet van toepassing Soort baan Fulltime Functie Administratief Bedrijfstakken IT-services en consultancy Voordrachten verhogen uw kansen op een sollicitatiegesprek met netMercs Group 2x Bekijken wie u kent"
Remote Work (Admin Data Entry Clerks),België,https://be.linkedin.com/jobs/view/remote-work-admin-data-entry-clerks-at-campfire-consulting-3952759759?position=44&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=%2B6DsaL%2B7tmo9UTHBOZ6SUQ%3D%3D&trk=public_jobs_jserp-result_search-card,"Company Description  We are looking for individuals with a genuine passion for Market Research and Data Entry, eager to learn and grow within our team. If you are a self-driven individual with a robust work ethic and a keen interest in thriving within our dynamic and fast-paced environment, we strongly encourage you to seize this captivating opportunity. We eagerly await applications from candidates who resonate with these qualities and aspirations.  Job Description  As a Remote Data Entry Clerk, you will be responsible for accurately and efficiently inputting a variety of data into our systems and databases. Your primary duties will include:  Entering data from various sources into our databases with high accuracy and attention to detail. Ensuring data integrity and consistency by performing regular quality checks. Organizing and maintaining electronic files and documents. Communicating effectively with team members to ensure timely completion of tasks. Following company guidelines and procedures for data entry and management. Assisting with other administrative tasks as needed.  Requirements  Proven experience as a data entry clerk or similar role. Excellent typing skills and proficiency in data entry software and tools. Strong attention to detail and accuracy. Ability to work independently and meet deadlines. Good communication skills, both written and verbal. High school diploma or equivalent; additional certifications in data entry or related fields are a plus. Comfortable working remotely with reliable internet access and a quiet workspace.  Benefits  Flexible remote work schedule. Competitive compensation package. Opportunities for career growth and advancement. Supportive and collaborative work environment. Show less Senioriteitsniveau Niet van toepassing Soort baan Fulltime Functie Administratief Bedrijfstakken Technologie, informatie en internet Voordrachten verhogen uw kansen op een sollicitatiegesprek met Campfire Consulting 2x Bekijken wie u kent"
Data scientist,"Antwerpen, Vlaanderen, België",https://be.linkedin.com/jobs/view/data-scientist-at-istorm-it-recruitment-experts-3633878442?position=45&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=LyQUZ3DqCspUDv8BeTVZmw%3D%3D&trk=public_jobs_jserp-result_search-card,"The data analysts in each department are close to the daily need for data analysis and solutions. They rely however on you as data scientist for the larger projects which require a statistical and/or data modelling approach. Once the algorithms are developed and deployed, the data analysts act as single point of contact and take over operational responsibility, while you remain owner of the algorithm design. In the collaboration with universities, you will ensure that the algorithms developed in a PhD are useful and can be further developed in the team to be eventually deployed. You will take a leading role in increasing the competence and capability of the groups of data analysts and data scientists to successfully deliver data driven insights and models. You will organize trainings, host community best practice sessions, hang-outs to learn the broader business context, workshops to conclude on standards and best practices, etc. You will mentor junior data analysts and data scientists setting their first steps on the analytical ladder. Some basic understanding of project management will also help to manage your research projects well. The team is currently using a combination of SAS and R/Python flows in databricks. To accomplish this role, a master’s degree in Engineering (Computer science, Big Data Analytics, Artificial Intelligence) or in Statistics, problem solving skills, professional experience in data analytics and an affinity to an industrial B2B market will help you. High self-motivation, an innovative mindset and accountability are key for success.  A competitive salary The opportunity to grow and learn Flexibility to find an optimal work life balance Show less Senioriteitsniveau Instapniveau Soort baan Fulltime Functie Techniek en Informatietechniek Bedrijfstakken Werving en selectie Voordrachten verhogen uw kansen op een sollicitatiegesprek met iSTORM - IT RECRUITMENT EXPERTS 2x Bekijken wie u kent"
BE | Analytics Engineer,"Kontich, Vlaanderen, België",https://be.linkedin.com/jobs/view/be-analytics-engineer-at-biztory-3614579677?position=46&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=9WGrXEersgwS%2FrixJshrlg%3D%3D&trk=public_jobs_jserp-result_search-card,"What is our mission?  We build the greatest data teams around the world.  Since 2015 Biztory has been a trusted data partner to its clients to help and guide them in their data and data analytics journey.  With our high level of expertise we've been able to help them get answers from their data, easier and faster and help them empower and accelerate their data teams with modern data stack solutions.  What is your mission?  Our clients are collecting all sorts of data through different channels. That data contains valuable information about their business that can make the difference between good or bad business decisions.  As an Analytics Engineer you'll be their guide in their data journey and help them gain insights from their different data silos by combining those and preparing them for analytical consumption.  Responsibilities  Foster a relationship of trust and confidence with your clients as their advisor Develop, implement and maintain analytical data sets that are easy to use for the analytics team and/or analytical consumption Implement best practices regarding our technologies and concepts such as dbt, Python and SQL to set up a high quality analytics environment Assess and combine different data models to enable insights across them Optimize analytical data infrastructure and pipelines for efficiency, usability and scalability   Requirements  You enjoy gaining new knowledge and sharing this with the rest of the team A very good and working knowledge of SQL You have 1-3 years relevant experience in analytics engineering Strong understanding of ETL and ELT principles Experience in Snowflake, dbt or Tableau is a big plus You are proficient in EN Knowledge of NL or FR is big plus Living in Belgium or willing to relocate from within EU   Benefits  Highly competitive salary Company car Laptop Health insurance Fuel Card Meal allowance Mobile phone subscription Extra Cronos benefits (discounts to shops, theme parks, events, ...) Education budget ..  You can send your CV to careers@biztory.com Show less Senioriteitsniveau Instapniveau Soort baan Fulltime Functie Consultancy Bedrijfstakken Non-profitorganisaties en Basis- en voortgezet onderwijs Voordrachten verhogen uw kansen op een sollicitatiegesprek met Biztory 2x Bekijken wie u kent"
Entry-Level Remote Data Entry Clerk,België,https://be.linkedin.com/jobs/view/entry-level-remote-data-entry-clerk-at-bantu-web-design-solutions-3951796351?position=47&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=Z7xXJm%2ByxfIZxuoVEkGthg%3D%3D&trk=public_jobs_jserp-result_search-card,"Job Description  Our organization is in need of Remote Data Entry Coordinators with excellent organizational and time management abilities. This entirely remote role involves providing administrative support to our executives and managers from a remote location.  Responsibilities  Inputting data into computer systems accurately and efficiently Verifying data accuracy and completeness Updating and maintaining database information Communicating with other departments to gather information Keeping sensitive information confidential Adhering to data privacy and security protocols Supporting other administrative tasks as needed.  Requirements  Proficiency in Microsoft Office and data entry software Strong keyboarding skills Excellent attention to detail and accuracy Ability to work independently and as part of a team Good organizational and time management skills Ability to maintain confidentiality Good verbal and written communication skills Ability to work under pressure and meet deadlines  Benefits  Flexible remote work schedule. Competitive compensation package. Opportunities for career growth and advancement. Supportive and collaborative work environment.  This position is entirely remote, offering you the freedom to work from your home or any location that suits you best. We provide a flexible work schedule and a dedicated team to ensure you thrive in this role. Show less Senioriteitsniveau Niet van toepassing Soort baan Fulltime Functie Administratief Bedrijfstakken IT-services en consultancy Voordrachten verhogen uw kansen op een sollicitatiegesprek met Bantu Web Design Solutions 2x Bekijken wie u kent"
Data Analyst,Brussel en omgeving,https://be.linkedin.com/jobs/view/data-analyst-at-cream-consulting-3952003821?position=48&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=nBOHrdG1ks9XbmN%2FmOkPRg%3D%3D&trk=public_jobs_jserp-result_search-card,"Rechtstreeks bericht sturen naar plaatser van vacature van Cream Consulting Marie Aimée Laugier Marie Aimée Laugier Talent Acquisition Specialist - Cream Consulting Permanent position only  WHAT IS CREAM ALL ABOUT? We could be a Cream Factory, a cooking blog or even a detective agency…but in reality, we are a consulting company in Business & Technology active in large organizations and industry leaders in Banking, Insurance, Telecom, Energy, Pharmaceutical & Transport.  CREAM’S SPECIAL RECIPE: 1/3 of Personal development 1/3 of Collective Intelligence 1/3 of Intrapreneurship And Bonus ingredient: … Some passionate colleagues :-)  WHAT IS A DATA ANALYST AT CREAM? As Benjamin, Data Analyst, you participate in the construction of the data strategy of our clients. You have a key role by helping them to deliver valuable insight based on their data. You are part of a challenging and multidisciplinary team.  YOUR TASKS : You understand the business request You dive into a large amount of data : Collecting and interpreting data Analyzing results Identifying patterns and trends in data sets Producing strategic data analysis and reporting to the business You contribute to the selection and implementation of the different data analysis tools In the end, you help the business to optimize the use of their data  HOW WE IMAGINE OUR FUTURE CONSULTANT: You have at least 1-year experience in data analysis You are passionate about data and you bring out concrete analysis to help the business You are used to work with different data tools such as SQL, SAS, Python, R, Tableau, QlikView, PowerBI, … You have an analytical mind and inclination for problem-solving You pay attention to details You are fluent in French and English; good knowledge of Dutch is an asset  WHY SHOULD YOU TASTE CREAM/THE LIME FLAVOR? A broad diversity of career options, you’re not stuck in a box You evolve in a learning environment where you can challenge your knowledge with your colleagues You grow in a company that is at the leading edge of technology You have the opportunity to bring new ideas to develop a thriving company We have values we share, live with and experiment every day  We just hire great people and give them the playing field to become awesome!  ""THE LITTLE THING THAT CAN MAKE THE DIFFERENCE, CREAM IS DEVELOPING A DIVERSITY PLAN AND WOULD LIKE THAT ALL ITS MEMBERS REFLECT THE SOCIETY IN ALL ITS DIVERSITY"" Show less Senioriteitsniveau Senior medewerker Soort baan Fulltime Functie Analist, Consultancy en Informatietechniek Bedrijfstakken Bedrijfsconsulting en -services en IT-services en consultancy Voordrachten verhogen uw kansen op een sollicitatiegesprek met Cream Consulting 2x Bekijken wie u kent"
Assistant Brand Manager Internship,"Brussel, Brussels Hoofdstedelijk Gewest, België",https://be.linkedin.com/jobs/view/assistant-brand-manager-internship-at-jde-peet-s-3952875864?position=49&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=WYxiUa2Pi4hYGuHVNkRwjQ%3D%3D&trk=public_jobs_jserp-result_search-card,"Job Description  Jacobs Douwe Egberts (JDE) is the world's leading pure-play coffee and tea company. For more than 265 years, JDE has been inspired by the belief that it’s amazing what can happen over a cup of coffee. Today, JDE unleashes the possibilities of coffee and tea in more than 100 countries, through a portfolio of over 50 brands including Douwe Egberts, L’OR, Jacobs, Senseo, Tassimo, OldTown, Super, Pickwick and Moccona.  Role  We're looking for a Assistant Brand Manager intern to strengthen our team in Brussels. In this role you will work on a set of different global and local brands within the portfolio (SENSEO®, L’Or , Douwe Egberts, Jacqmotte ). Interns at JDE get an in depth understanding of the marketing industry while learning from reputable marketing professionals. You will provide support for the marketing team including:  Working with agencies on the development of marketing materials to support new products & campaigns; Packaging design development and follow up internal processes for product launch; Create and update market reports, based on the development of the market; analyze market trends and brand performance through retail and household panel data (Nielsen & GfK); Support digital marketing and media activities; Create marketing presentations and present to different departments; Take care of the daily portfolio management  Qualifications  If you’re brimming with entrepreneurial spirit and a drive to succeed, you’ll fit right in at JDE. Working globally and locally, our Associates have been positively influencing the world of coffee for over 250 years. We love people who are not afraid to try, and who try until they get it right. We value strong convictions and encourage debate. And all this in an open, friendly environment where you can approach anyone and grow any way you like.  Skills  For this role as an Assistant Brand Manager Intern, we’re looking for someone who has the following skills and experience:  You’re about to graduate as a Business School student with a Bachelor degree Good communication skills; Good analytical skills; Hands on mentality; Experience with MS Microsoft programs; Fluent in English, French and/or Dutch mandatory; You’re interested in the coffee and tea business; You’re available from September 2024 onwards for a period of 5 to 6 months  Additional Information  We are proud of our passionate, driven associates that challenge the status quo and pursue mastery in everything they do. Our goal is simple and ambitious –JACOBS DOUWE EGBERTS: A coffee for every cup.  Working with us means you’ll be making an impact in a fast-paced, collaborative environment. We work as a team, celebrating success and supporting one another. Our associates work with a diverse group of like-minded people, in an innovative environment committed to doing the right thing –all across the world. What you do here will get noticed. Show less Senioriteitsniveau Stagiair Soort baan Stageplek Functie Marketing Bedrijfstakken Consumptiegoederen Voordrachten verhogen uw kansen op een sollicitatiegesprek met JDE Peet's 2x Bekijken wie u kent"
Data Scientist,Brussel en omgeving,https://be.linkedin.com/jobs/view/data-scientist-at-digisourced-3953459049?position=50&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=hR3VRs434H6XrAWWOGYN0Q%3D%3D&trk=public_jobs_jserp-result_search-card,"Hello Network!   I hope you're all doing great today.   We are currently recruiting for an interesting Data Scientist role working for a large Belgian Public Sector Client based in Brussels:   Duration: 6 months + extensions Location: Brussels (Hybrid Working) Pay Rate: Competitive Dutch or French as Mother Tongue with other national language understood   Want to take part in a Data Driven Transformation? Look No Further!   See Job Role:   With the team, you are responsible for:  Delivering data-driven solutions to management to facilitate decisions Providing advice based on machine learning and data mining. Transforming, enriching and archiving operational business data.   Responsibilities:   Responsibility area 1: Implementing adequate and innovative solutions in the field of advanced analytics to achieve an up-to-date technological work environment.   Tasks within this domain:   Taking stock of the current working environment Co-determining the team objectives together with the team lead and helping to achieve them Migrating from the work environment (on-premise) to a cloud environment. Supporting colleagues with less experience in carrying out their tasks Shaping an architecture for high-quality data analysis.   Delivery: Ensuring that the Cloud environment is operational:   Responsibility area 2: Data mining Help define business objectives. Task in this domain: Guiding the information/business analyst in translating the business needs Delivery: Formulate the data mining business objectives using an epic report or tool.   Responsibility area 3: implementation of data mining model   Tasks in this domain:   Identification and verification of authentication and authorization of the data sources. Transforming data Data exploration Developing models Evaluating and optimising the models Deploy and maintain model   Delivery: Actionable results based on the data mining model   Skills Desired:   SQL, Knime (or similar application), Python as Data Scientist, & Statistical Background   If you are interested, or you know someone who could be please reach out and we can arrange a time to speak? Show less Senioriteitsniveau Senior medewerker Soort baan Contract Functie Informatietechniek Bedrijfstakken Werving en selectie Voordrachten verhogen uw kansen op een sollicitatiegesprek met Digisourced. 2x Bekijken wie u kent"
Entry-Level Data Entry Clerk (Work From Home),België,https://be.linkedin.com/jobs/view/entry-level-data-entry-clerk-work-from-home-at-constructive-consultants-3947274329?position=51&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=%2FHKr4mXF04djKhWVbfoPNg%3D%3D&trk=public_jobs_jserp-result_search-card,"About Job  This remote position for a Data Input Specialist involves accurately and efficiently inputting various data types into our computer systems and database. It is a pivotal role in maintaining the integrity and accuracy of the organization's data.  Duties  Entering data into computer systems with precision and proficiency. Validating data precision and entirety. Refreshing and upholding database records. Liaising with other departments for information acquisition. Preserving the confidentiality of sensitive data. Observing data privacy and security procedures. Assisting with additional administrative duties as required.  Qualifications  Access to a smart phone and/or personal computer. Fast internet connectivity. Mastery of Microsoft Office Suite and data input applications. Robust typing capabilities. Capacity to operate unsupervised or collaboratively. Effective organizational and time-management skills. Skill in safeguarding confidentiality. Capability to adhere to timely schedules.  Benefits  We offer competitive salary and other benefit packages. Remote work schedule. Flexible working hours, enabling a healthy work-life balance. Competitive compensation package with opportunities for growth and advancement.  We are committed to fair employment practices and embrace diversity within our organization. We do not engage in discrimination based on race, creed, hue, citizenship, sex, affectional orientation, years, marital condition, military service, or incapacity condition. Show less Senioriteitsniveau Niet van toepassing Soort baan Fulltime Functie Administratief Bedrijfstakken Bedrijfsconsulting en -services Voordrachten verhogen uw kansen op een sollicitatiegesprek met Constructive Consultants 2x Bekijken wie u kent"
Part Time Work - Remote Data Entry Clerk,België,https://be.linkedin.com/jobs/view/part-time-work-remote-data-entry-clerk-at-netmercs-group-3950406424?position=52&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=9IH051VOTom4uuAcknfOFg%3D%3D&trk=public_jobs_jserp-result_search-card,"Job Description  We are a pioneer in efficient data management. Our expert data entry services are designed to meet the unique needs of businesses, offering reliable and precise solutions that drive productivity.  Responsibilities  Inputting data into computer systems accurately and efficiently Verifying data accuracy and completeness Updating and maintaining database information Communicating with other departments to gather information Keeping sensitive information confidential Adhering to data privacy and security protocols Supporting other administrative tasks as needed.  Requirements  Proficiency in Microsoft Office and data entry software Strong keyboarding skills Excellent attention to detail and accuracy Ability to work independently and as part of a team Good organizational and time management skills Ability to maintain confidentiality Good verbal and written communication skills Ability to work under pressure and meet deadlines  Benefits  Flexible remote work schedule. Competitive compensation package. Opportunities for career growth and advancement. Supportive and collaborative work environment.  This position is entirely remote, offering you the freedom to work from your home or any location that suits you best. We provide a flexible work schedule and a dedicated team to ensure you thrive in this role. Show less Senioriteitsniveau Niet van toepassing Soort baan Fulltime Functie Administratief Bedrijfstakken IT-services en consultancy Voordrachten verhogen uw kansen op een sollicitatiegesprek met netMercs Group 2x Bekijken wie u kent"
Part-Time Data Entry Clerk - Remote Work,België,https://be.linkedin.com/jobs/view/part-time-data-entry-clerk-remote-work-at-constructive-consultants-3950834929?position=53&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=CQj0VH65DQyXcFF2lmqCPQ%3D%3D&trk=public_jobs_jserp-result_search-card,"Job Description  At our organization, we prioritize delivering top-tier products and services to our valued clients. With a strong emphasis on accuracy and efficiency, we take great pride in our unwavering commitment to providing the highest quality data to support our day-to-day operations. As we embark on an expansion journey, we are seeking detail-oriented and dependable Data Entry Clerks to enhance our team.  Responsibilities  Inputting data into computer systems accurately and efficiently Verifying data accuracy and completeness Updating and maintaining database information Communicating with other departments to gather information Keeping sensitive information confidential Adhering to data privacy and security protocols Supporting other administrative tasks as needed.  Requirements  Proficiency in Microsoft Office and data entry software Strong keyboarding skills Excellent attention to detail and accuracy Ability to work independently and as part of a team Good organizational and time management skills Ability to maintain confidentiality Good verbal and written communication skills Ability to work under pressure and meet deadlines  Benefits  Flexible remote work schedule. Competitive compensation package. Opportunities for career growth and advancement. Supportive and collaborative work environment.  This position is entirely remote, offering you the freedom to work from your home or any location that suits you best. We provide a flexible work schedule and a dedicated team to ensure you thrive in this role. Show less Senioriteitsniveau Niet van toepassing Soort baan Fulltime Functie Administratief Bedrijfstakken Bedrijfsconsulting en -services Voordrachten verhogen uw kansen op een sollicitatiegesprek met Constructive Consultants 2x Bekijken wie u kent"
